name	date published	abn	client of
The Parenthood	21 February 2022	59 608 600 907	Essential Media Communications | 48 074 671 462
The Peer Support Foundation Ltd	6 October 2021	40 002 634 853	H/Advisors APA Pty Ltd | 60 074 901 545
The Penington Institute	30 August 2022	23 005 070 102	PR4PR Pty Ltd | 89 634 536 351
The Pharmacy Guild	11 July 2022	84 519 669 143	EJF Advisory Pty Ltd | 91 659 678 047
The Pharmacy Guild of Australia	28 April 2023	84 519 669 143	CT GROUP (AUSTRALIA) PTY LTD | 58 101 934 454
The Premier Communications Group	4 October 2018		Authentic Strategic Advisory Pty Ltd | 36 623 666 366
The PURE Charity Group Ltd.	1 November 2023	78 624 397 164	The Influence Corporation Pty. Ltd. | 79 671 703 156
The Reece Group Foundation Limited	26 July 2024	89 635 658 276	The Civic Partnership Pty Ltd | 71 652 574 171
The Reece Group Foundation Limited	26 July 2024	89 635 658 276	CPR Communications & Public Relations Pty Ltd | 94 064 357 544
THE ROYAL SOCIETY OF NEW SOUTH WALES	17 August 2023	76 470 896 415	Nexus APAC Pty Ltd | 76 615 655 699
THE SALVATION ARMY COMMUNITY HOUSING SERVICE	8 October 2024	47 152 257 728	Social Change Projects Pty Ltd | 60 676 321 270
The Shepherd Foundation	3 February 2021	93 063 690 979	The Canberra Institute | 59 954 528 757
The Silanna Group Pty Ltd	15 May 2023	27 117 826 105	PYNE AND PARTNERS PTY LTD | 81 634 747 363
The Sir Richard Williams Foundation	17 July 2020	25 204 613 891	GCB STRATOS CONSULTING PTY LTD | 36 608 484 920
The Society of Hospital Pharmacists of Australia	27 January 2023	54 004 553 806	Nexus APAC Pty Ltd | 76 615 655 699
THE SOCIETY OF HOSPITAL PHARMACISTS OF AUSTRALIA	23 September 2024	54 004 553 806	Nexus APAC Pty Ltd | 76 615 655 699
The Squiz	7 August 2023	19 616 204 052	Colbourne Advisory Pty Ltd | 83 665 601 892
The Sunrise Project Australia Limited	9 February 2023	65 159 324 697	DPG Advisory Solutions | 14 634 403 115
The Survivor Hub	1 May 2024	68 657 838 812	GRACosway Pty Ltd | 50 082 123 822
The Tasmanian Salmonid Growers Association Ltd	7 May 2024	27 009 590 729	Font Public Relations Pty Ltd | 39 129 451 716
THE TRUSTEE FOR ARCLIGHT FILMS INTERNATIONAL UNIT TRUST	12 March 2024	11 205 120 926	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
The Trustee for Atticus Health Service Trust	11 September 2024	48 400 362 515	H/Advisors APA Pty Ltd | 60 074 901 545
The Trustee for Australian Professional Leagues Trust	15 February 2023	95 869 867 692	Sports Hydrant Pty Ltd | 91 133 062 012
The Trustee for Carnegie Catalyst Healthcare Real Estate Trust	17 May 2024	19 155 805 522	Premier State Consulting Pty Ltd | 26 149 964 189
The Trustee for CARNEGIE CATALYST HEALTHCARE REAL ESTATE TRUST	17 May 2024	19 155 805 522	PremierNational Pty Ltd | 71 619 450 841
The Trustee for Coombes Family Trust No. 13	10 July 2024	32 528 255 331	Iemma Patterson Premier Advisory | 53 830 148 273
The Trustee for Edwards O Trust & Others	21 May 2024	11 247 365 823	EJF Advisory Pty Ltd | 91 659 678 047
The Trustee for FOR THE MOVEMBER FOUNDATION	19 December 2024	48 894 537 905	SEC Newgate Pty Limited | 38 162 366 056
The Trustee for Health Employees Superannuation Trust Australia (HESTA)	15 October 2020	64 971 749 321	Hawker Britton Group Pty Ltd | 79 109 681 405
The Trustee for LegPro 73 Unit Trust	26 July 2024	37 787 731 056	Primary Communication Partners Pty Limited | 36 617 864 347
The Trustee for Mater Foundation	24 July 2024	96 723 184 640	SAS Consulting Group Pty Ltd | 33 136 520 548
The Trustee for SOUTH DANDENONG UNIT TRUST	27 September 2024	48 178 436 410	PYNE AND PARTNERS PTY LTD | 81 634 747 363
The Trustee for The Minderoo Foundation Trust	10 July 2024	24 819 440 618	Bradley Wayne Chilcott | 47 244 225 695
The Trustee for the Movember Foundation	8 February 2022	48 894 537 905	OGILVY HEALTH PTY LTD | 62 114 807 877
The Trustee for The Nature Conservancy Australia Trust	13 September 2022	83 243 328 398	Hawker Britton Group Pty Ltd | 79 109 681 405
The Trustee for the Plenary Group Unit Trust	17 April 2024	57 308 240 078	GRACosway Pty Ltd | 50 082 123 822
The Trustee for the Queensland Community Foundation	2 July 2024	69 649 199 658	Capital K Communications | 42 171 809 583
The Trustee for the Vic Cumner Trust	12 July 2024	61 591 816 636	BBS Communications Group Pty Ltd | 34 010 899 779
The Trustee for the Waterbrook Bowral Ryan Trust and The Trustee for the Waterbrook Bowral Sim Trust and the Trustee for Waterbrook Bowral Investment Trust	3 February 2020	57 728 682 928	The Premier Communications Group Pty Ltd. | 73 137 508 555
The trustee for Vivacity Global Marketing Unit Trust	15 May 2024	84 338 797 098	EH Advisory | 62 669 756 763
The Uniting Church in Australia - National Assembly	26 June 2024	16 939 630 947	Delta Advisory Pty Limited | 70 667 068 760
The Village Building Co Ltd	4 July 2019	97 056 509 025	Daymark Public Relations Pty Ltd | 70 737 580 108
The Walt Disney Company	19 December 2024		The Inner Circle Strategic Advisory | 51 823 820 442
The West Australian Music Industry Association Incorporated	26 September 2023	19 395 503 276	Anacta Strategies Pty Ltd | 64 633 978 677
The Whiskey Project Group	16 April 2020	17 632 106 837	Precision Public Affairs Pty Ltd | 42 639 299 415
TheirCare Pty Ltd	13 March 2020	40 617 970 475	GRACosway Pty Ltd | 50 082 123 822
Therium Capital Management (Australia) Ltd	7 July 2020	46 629 764 987	Cornerstone Group Australia Pty Ltd | 99 153 936 719
Think Childcare Limited	5 June 2020	81 600 793 388	PRX Unit Trust | 71 595 434 578
THIRDI CARE PTY LTD	14 June 2024	88 635 692 670	The Premier Communications Group Pty Ltd. | 73 137 508 555
THOMAS GLOBAL SYSTEMS AUSTRALIA PTY LTD	28 September 2021	21 164 180 321	Precision Public Affairs Pty Ltd | 42 639 299 415
Thoroughbred Breeders Australia Limited	22 May 2024	34 003 432 228	Scott Mitchell and Partners Pty Ltd | 80 617 178 453
Thread Together Ltd	28 November 2024	91 160 701 280	Wilkinson Butler Pty Ltd | 95 164 204 111
Thyssenkrupp Marine Systems	7 May 2024		TG Public Affairs Pty Ltd | 23 630 677 673
Tianqi Lithium Corporation	3 September 2024		Hawker Britton Group Pty Ltd | 79 109 681 405
Ticket Brokers Association of Australia	1 August 2022	57 260 325 176	RedBridge Group Pty Ltd | 11 650 587 867
Tide Foundation	9 August 2018		The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
TikTok Australia Pty Ltd	14 July 2020	15 637 464 638	Font Public Relations Pty Ltd | 39 129 451 716
TikTok Australia Pty Ltd	28 March 2023	15 637 464 638	Anacta Strategies Pty Ltd | 64 633 978 677
TILT RENEWABLES AUSTRALIA PTY LTD	8 October 2024	15 101 038 331	Counsel House Pty Ltd | 35 631 919 009
Timber NSW	10 January 2024	96 001 866 468	EJF Advisory Pty Ltd | 91 659 678 047
TINDO OPERATIONS CO PTY LTD	16 April 2021	97 617 291 924	Wilkinson Butler Pty Ltd | 95 164 204 111
TISV	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Titomic Pty Ltd	2 January 2020		Jannette Cotterell | 51 364 113 263
TLR Communications Pty Ltd	7 July 2023	50 104 583 502	Making The World A Better Place Pty Ltd | 13 075 789 196
Tobacco Free Portfolios (pro bono)	17 September 2018		Jannette Cotterell | 51 364 113 263
Togetha Group Pty Ltd	22 February 2024	38 627 873 974	Australian Corporate Advisory Pty Ltd | 20 654 592 926
Toll Group	6 September 2024	25 006 592 089	TG Public Affairs Pty Ltd | 23 630 677 673
TOMAGO ALUMINIUM COMPANY PTY LTD	9 December 2024	68 001 862 228	SEC Newgate Pty Limited | 38 162 366 056
Topelia Aust Limited	15 February 2024	36 652 771 670	DPG Advisory Solutions | 14 634 403 115
Toshiba International Corporation Pty Ltd	1 May 2024	29 001 555 068	McCredie Partners Pty Ltd | 16 623 627 332
ToukanLabs	5 July 2023		Forsius Technology Consulting | 70 543 558 011
Tower Solutions Inc.	13 September 2022		CMX Energy Consulting Pty Ltd | 85 643 880 568
Town of Cottesloe	31 January 2022	19 824 630 520	CGM Communications Pty Ltd | 66 619 642 858
Town of Mosman Park	13 February 2023	69 796 832 473	Purple Communications Australia Pty Ltd | 37 108 802 366
Town of Port Hedland	22 November 2022	19 220 085 226	GRA Partners Pty Ltd | 56 131 702 755
Townsville Enterprise Ltd	4 August 2022	58 053 020 536	Milner Strategic Services | 24 957 388 494
TPG Telecom Limited	22 November 2022	76 096 304 620	Hawker Britton Group Pty Ltd | 79 109 681 405
Trademark Group of Companies	24 April 2024	67 651 146 986	Fitzgibbon Advisory | 95 654 228 789
Traffic Diversions Group Pty Ltd	3 April 2024	64 612 841 193	GRACosway Pty Ltd | 50 082 123 822
Trafigura	17 May 2024		Principle Advisory Pty Ltd | 29 657 059 848
Trafigura Pte Ltd	7 August 2023		Dragoman Pty Ltd | 76 619 209 915
Training Alliance Group	14 June 2019	33 178 428 523	GRA Partners Pty Ltd | 56 131 702 755
TRANSALTA ENERGY (AUSTRALIA) PTY LTD	22 April 2021	40 062 135 844	CGM Communications Pty Ltd | 66 619 642 858
Transgrid	6 June 2022	70 250 995 390	Hawker Britton Group Pty Ltd | 79 109 681 405
Transport Mutual Credit Union Limited	13 February 2024	78 087 650 600	MCDOUGALL,DANIEL JOHN | 22 535 615 464
Trellis Data Group Pty Ltd	18 June 2024	77 643 469 425	Tech GTM Pty Ltd | 60 166 530 365
Trellis Data Pty Ltd	13 September 2022	67 6 165 166 19	Stirling Advisory Pty Ltd | 65 657 724 199
TREND MICRO AUSTRALIA PTY. LTD.	17 August 2023	70 077 055 817	Simplicity One Pty Ltd | 38 640 087 494
Tresillian Family Care Centres	8 July 2022	28 521 424 723	Kurrajong Strategic Counsel | 14 625 954 912
Trideca Pty Ltd	28 August 2024	92 143 315 066	JP STRATEGIC ADVISORY PTY LTD | 58 674 312 077
TRIPLE P INTERNATIONAL PTY LTD	15 December 2020	17 079 825 817	PYNE AND PARTNERS PTY LTD | 81 634 747 363
Trish Multiple Sclerosis Research Foundation	7 February 2023	22 089 078 464	Kurrajong Strategic Counsel | 14 625 954 912
Trolex Ltd	17 May 2024		Iconinc Holdings Pty Ltd | 12 103 086 451
Troon Group	22 November 2023		TG Public Affairs Pty Ltd | 23 630 677 673
Trovio Operating Pty Ltd	10 January 2024		Hodgman Partners | 12 882 167 088
Truii	8 October 2024	20 164 466 700	ALPHA Consult Pty Ltd | 39 612 003 460
T-Scan	17 July 2020	80 640 607 692	Media and Public Affairs Australia | 49 622 979 177
Tuff Group Holdings Pty Ltd	28 March 2023	63 134 718 433	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
TULLOCH ASSOCIATES PTY LTD	24 May 2023	16 139 871 917	Convaim Pty Ltd | 69 628 935 133
Turbans 4 Australia	23 September 2024	64 704 364 097	Banksia Strategic Partners Pty Ltd | 50 660 359 866
Turner Institute for Brain and Mental Health	11 July 2022		Jannette Cotterell | 51 364 113 263
Twilio Inc	17 November 2022		National Advisory Pty Ltd | 29 634 573 363
Twinza Oil Limited	24 August 2022	32 111 551 403	Isdell Pty Ltd | 12 277 121 950
Tyrecycle	12 February 2024		Premier Strategy Pty Ltd | 63 106 038 304
Tyresmart Australia Pty Ltd	11 July 2013		PRX Unit Trust | 71 595 434 578
Uber	19 April 2023		DPG Advisory Solutions | 14 634 403 115
Uber Australia Pty Ltd	27 October 2020		SEC Newgate Pty Limited | 38 162 366 056
UBN Professional Services Pty Ltd	26 February 2024	25 651 988 804	Australian Corporate Advisory Pty Ltd | 20 654 592 926
UCB AUSTRALIA PROPRIETARY LIMITED	14 February 2024	48 005 799 208	OGILVY HEALTH PTY LTD | 62 114 807 877
UCB Australia Pty Ltd	17 July 2024	48 005 799 208	HUGH-JONES, CHARLES RUPERT | 52 312 264 983
UCB AUSTRALIA PTY LTD	7 February 2024	48 005 799 208	Precision Public Affairs Pty Ltd | 42 639 299 415
UGL Limited	20 October 2020		TG Public Affairs Pty Ltd | 23 630 677 673
Unicef Australia	15 February 2023	35 060 581 437	Sports Hydrant Pty Ltd | 91 133 062 012
Uniplan Group Pty Ltd (ABN 33 643 088 911)	3 November 2023	33 643 088 911	H/Advisors APA Pty Ltd | 60 074 901 545
United Cinemas Australia Pty Ltd	4 September 2020	53 572 683 298	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
United Salvage Pty Ltd	13 May 2024	47 010 815 442	GRACosway Pty Ltd | 50 082 123 822
United Traders and Retailers	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
Uniti Group Limited	12 November 2024	73 158 957 889	Girra-Maa Advisory Pty Ltd | 73 681 995 086
UNITING CHURCH HOMES	13 November 2024	15 360 992 349	SEC Newgate Pty Limited | 38 162 366 056
Universal Social Group Pty Ltd	10 July 2024	37 674 463 917	The Influence Corporation Pty. Ltd. | 79 671 703 156
University of Melbourne	13 August 2024	84 002 705 224	TG Public Affairs Pty Ltd | 23 630 677 673
University of New South Wales	6 September 2024	57 195 873 179	Davies, Scott Andrew | 98 468 815 818
University of Tasmania	6 September 2024	30 764 374 782	Davies, Scott Andrew | 98 468 815 818
University of Tasmania	2 July 2024	30 764 374 782	Hodgman Partners | 12 882 167 088
University of Tasmania	28 April 2023	30 764 374 782	L Ivanovski and GA Richardson | 25 268 973 694
Unmanned Survey Solutions	8 February 2022		Seismic Asia Pacific Pty Ltd | 31 083 755 104
UNSW SMaRT Centre	4 April 2022		TLC Consulting | 17 257 536 291
UP Education Australia Pty Ltd	13 August 2024	58 095 741 227	GRACosway Pty Ltd | 50 082 123 822
UPC RENEWABLES AUSTRALIA PTY LTD	10 June 2020	27 616 856 672	SECOND SUN MEDIA PTY LTD | 25 633 329 174
UR Happy Home Development Pty Ltd	26 July 2024	43 677 726 699	GRACosway Pty Ltd | 50 082 123 822
Urban Development Institute of Australia (NSW)	11 March 2020	43 001 172 363	PremierNational Pty Ltd | 71 619 450 841
Urban Development Institute of Australia (NSW)	11 March 2020	43 001 172 363	Premier State Consulting Pty Ltd | 26 149 964 189
Urban Development Institute of Australia (WA division)	20 July 2023	63 221 168 944	CGM Communications Pty Ltd | 66 619 642 858
Valeport Limited	8 February 2022		Seismic Asia Pacific Pty Ltd | 31 083 755 104
Van Dairy Ltd	14 July 2022		Font Public Relations Pty Ltd | 39 129 451 716
Vanguard Health	16 June 2021		TG Public Affairs Pty Ltd | 23 630 677 673
Varian Medical Systems	20 August 2020		Insight Strategy | 47 609 028 015
Varley Engineering Pty Ltd	30 August 2016		The Hon. Robert Charles Baldwin | 20 018 352 673
Varley Rafael Australia	9 July 2020	45 624 743 200	The Hon. Robert Charles Baldwin | 20 018 352 673
Varna Pty Ltd, trading as Hall and Prior Aged Care Organisation	9 July 2024		H/Advisors APA Pty Ltd | 60 074 901 545
Vast Renewables Ltd	10 July 2024	37 136 258 574	Hawker Britton Group Pty Ltd | 79 109 681 405
Vast Solar Pty Ltd	16 August 2022	37 136 258 574	Wilkinson Butler Pty Ltd | 95 164 204 111
VAULT SYSTEMS PTY. LTD.	13 November 2024	60 159 030 127	TG Public Affairs Pty Ltd | 23 630 677 673
Vaxine Pty Ltd	3 November 2020	95 100 787 719	Government Relations Solutions Pty Ltd | 28 125 233 543
Vaxxas Pty Ltd	6 May 2021	16 152 205 242	Royce Communications Pty Ltd | 91 167 042 408
VCS FOUNDATION LTD	14 November 2024	35 430 554 780	Jo Scard Pty Ltd | 29 145 634 224
Venn Energy	17 February 2023		CMX Energy Consulting Pty Ltd | 85 643 880 568
Ventia	11 July 2024	51 603 146 676	TG Public Affairs Pty Ltd | 23 630 677 673
Ventia Australia Pty Ltd (“Ventia”)	15 July 2024	11 093 114 553	Precision Public Affairs Pty Ltd | 42 639 299 415
Venture Minerals	1 February 2021	51 119 678 385	John Fetter Group Pty Ltd | 72 688 652 639
Verbrec Ltd	9 July 2024	90 127 897 689	PATON, ALEXANDER WILLIAM | 26 764 474 411
Verdant Earth	16 May 2024		JPG Advisory | 95 646 954 574
Verdant Minerals Pty Ltd	15 November 2023	33 122 131 622	Anacta Strategies Pty Ltd | 64 633 978 677
VERIDAPT Pty Ltd	3 May 2023	30 072 524 433	BINA GROUP PTY LTD | 63 168 662 379
Vermilion Oil and Gas Australia Pty Ltd	13 February 2020	29 113 023 591	FTI Consulting (Australia) Pty Ltd | 49 160 397 811
Vertex Pharmaceuticals (Australia) Pty Ltd	3 November 2020	34 160 157 157	TJ Health Comms | 64 705 249 956
Vertex Pharmaceuticals Australia Pty Ltd	14 January 2021	34 160 157 157	Nexus APAC Pty Ltd | 76 615 655 699
Vertical Events	4 January 2023	85 056 581 072	Corporate Affairs Australia Pty Ltd | 87 629 216 262
Verto Ltd	21 April 2021	34 145 498 571	Atlas Alliance Pty Ltd | 46 606 084 913
Vestas - Australian Wind Technology Pty Ltd	6 July 2022	80 089 653 878	Spring Street Advisory Pty Ltd | 92 603 411 650
Veterans Community Business Chamber	10 November 2020	65 638 891 273	Operational Legal Australia Pty Ltd | 79 632 066 669
VETSCRIPT PTY LTD	21 July 2024	70 660 074 313	CPR Communications & Public Relations Pty Ltd | 94 064 357 544
VFS Services Australia Pty Ltd	26 June 2023	72 125 531 437	Perdition Road Pty Limited | 16 641 888 495
Viasat Australia Pty Ltd	1 June 2023	94 092 010 421	Anacta Strategies Pty Ltd | 64 633 978 677
Viasat, Inc.	10 April 2024	84 290 720 067	WellComm Solutions | 15 281 181 953
Viasat, Inc.	28 August 2024		Spectrum Solutions Australia | 47 665 184 154
Viatris Pty Ltd	18 July 2022	29 601 608 771	Nexus APAC Pty Ltd | 76 615 655 699
VIC Active	8 September 2020	82 624 499 690	PRX Unit Trust | 71 595 434 578
Vicinity Centres PM Pty Ltd	10 May 2022	96 101 504 045	The Civic Partnership Pty Ltd | 71 652 574 171
VICINITY CENTRES PM PTY LTD	30 August 2024	96 101 504 045	Iemma Patterson Premier Advisory | 53 830 148 273
Victorian Chapter of the Association of Australian Medical Research Institutes	14 July 2020		CPR Communications & Public Relations Pty Ltd | 94 064 357 544
Victorian Hydrogen & Ammonia Industries Ltd	23 February 2022	38 160 343 475	Horizon GR Pty Ltd | 72 652 169 170
Victorian Hydrogen and Ammonia Industries Limited	10 January 2020	38 160 343 475	Jeanes Holland and Associates Pty Ltd | 34 628 814 728
Villa Maria Catholic Homes Limited	5 April 2024	32 004 364 103	Anacta Strategies Pty Ltd | 64 633 978 677
Viney Holdco Pty Ltd	12 December 2023	81 658 290 898	Anacta Strategies Pty Ltd | 64 633 978 677
Violet Co Pty Ltd	5 August 2024	76 642 032 826	The Shape Agency | 67 618 969 332
Virgin Australia	26 February 2024		TG Public Affairs Pty Ltd | 23 630 677 673
Vision Super Pty Ltd	28 February 2023	50 082 924 561	Counsel House Pty Ltd | 35 631 919 009
Visy Pty Ltd	1 March 2010	74 004 337 615	The Fifth Estate Consultancy Pty Ltd | 51 069 838 222
Vitality Works	2 February 2022		Jannette Cotterell | 51 364 113 263
Viterra Operations Pty Ltd	24 January 2024	88 007 556 256	GRACosway Pty Ltd | 50 082 123 822
Viva Energy Australia	11 August 2020		TG Public Affairs Pty Ltd | 23 630 677 673
VM Ware Australia Pty Ltd	15 July 2019		Willard Public Affairs Pty Limited | 17 165 851 856
Vopak	4 February 2021		Premier Strategy Pty Ltd | 63 106 038 304
VOPAK VICTORIA ENERGY TERMINAL PTY LTD	26 May 2023	68 659 022 189	GRACosway Pty Ltd | 50 082 123 822
VRX Silica Ltd	22 April 2021		Megan Anwyl | 13 159 060 561
W & E Platt Pty Ltd	11 April 2019	18 127 236 266	Operational Legal Australia Pty Ltd | 79 632 066 669
WA Chinese Chamber of Commerce	15 July 2024		Perth Media Pty Ltd | 33 627 879 627
WA RETURN RECYCLE RENEW LTD	11 September 2024	43 629 983 615	SEC Newgate Pty Limited | 38 162 366 056
